x,y
0.7737901488539694,2.6025000531421085
1.9007586598198585,4.66685376644726
1.3666724257510732,2.215322482338298
1.4173616321145306,4.651086107522106
1.5683493381162876,4.6933963742444105
1.518544150397656,4.447282822437405
0.6937749320884852,4.223015680058758
0.647686468293019,2.9913677124977207
2.3664682483641606,2.0
0.5804502393754297,2.8952119536126135
0.8510562187014199,2.5664774953857306
3.1125624269595455,4.493951061692377
4.059823096291435,4.766431272920181
3.0272069851452086,3.9515838159696672
3.2883580855898664,4.45152309333563
3.7016273784537335,4.938317914287045
3.871529596546261,4.872966126352818
3.100137792161365,3.490356590695553
3.7362000077130393,4.850500168756478
3.7852710500688223,4.843796185739379
3.2454909404456957,4.617693621495189
3.2648147144856803,4.11914281421007
4.034720397840161,5.0
3.1618267696136417,3.6076821018816663
3.0,3.811957804652319
3.171118049047558,4.192178313381667
3.0912771363884275,3.8578255500474956
4.132169575429605,4.690903183940996
3.6286139597133356,4.9024495444415175
3.3484435426512573,3.4392718940838654
3.1038113653509103,4.227344978153492
4.481281625423105,3.214681924195013
4.030758628641595,2.3264713307220988
3.180399715811067,3.14823482838419
3.8503726975166064,2.2421631341425337
3.1827270700642254,3.5435058266285795
4.288067532822031,3.217229501704591
4.313450112627573,2.962950049394218
3.2780318724306445,3.531665320498485
3.9853996838469516,2.0172474014778587
4.418637948103048,3.4172331416857764
4.5,3.162168884619318
3.8944131058995013,2.0
3.8091004083154574,3.898746225779732
3.7274592278084606,3.704104358717588
3.913664143587681,2.243450804594451
4.2802358773247295,2.3364128219869325
3.701273672794401,3.8353923595919204
4.16148768206769,3.4049475783802245
4.267023422976709,2.451480132241779
4.180144757247566,3.5091728958424135
5.6172345837035955,4.940672873706039
5.733279068011737,4.728916181072307
5.910138176148965,4.9325904682005195
5.346327999656955,4.563982233519269
5.481263556705038,4.758004152050544
5.2260557356353345,4.609237345839274
5.846083263257716,4.6487178502291115
5.64781861169457,4.7489518809253894
5.058979332874072,4.568299084253924
5.37236544081712,4.677935967295322
5.9091571525735285,4.596404605356581
5.343692120258716,4.992557115764315
5.37737475257403,4.7539606088541495
5.483513671988548,4.58339977640026
5.628048354744762,4.6984681940713235
5.01526921584146,4.3620715714825025
5.095230474178176,4.041645374897351
5.15246618513952,4.049955235110708
5.0432203457060645,4.142524332532679
5.155328039575509,3.789878601010332
5.070455823687439,4.324423226981903
5.030292591619106,3.9503834097018125
5.039727235333193,3.762862510592656
5.1143749703773125,3.951637905469189
5.152832567416029,3.90903096852065
5.021156312834643,3.863983516540644
5.008980508282343,3.9815499574258966
5.037046491673079,3.7325486531332697
5.061327510188382,4.227168329433877
5.179403765517381,4.078138452800319
5.66572203970586,3.7610070113146294
5.468498299269511,2.445756931021517
6.00091012566843,2.7444967709528134
6.01826890880655,3.209429544975933
5.30551703454217,3.9586550215218668
5.895051517519425,3.4738535471003806
5.987627995227148,3.3896853137002734
5.850201033779694,3.6357834750377704
5.531209656599658,4.0118808832536255
5.522740488970101,2.6032023107892535
5.670665928523257,2.611480460641177
5.390635153579513,2.401177766174149
5.876009296916277,3.597458093797308
5.915797357618503,2.7875471579144255
5.332448103247259,4.011392606335604
5.35473333595442,2.4426970337150973
5.329331721233731,4.098480587434389
5.8742963191995345,2.7745103511590816
5.550048494371526,3.899167802909069
5.746450740590475,3.6936409545437736
7.779128967456814,2.979318059874069
7.70351996163709,3.13137105168849
7.757668320452058,3.4417617986363527
7.553350063679411,3.9269824962607016
7.5451132602041655,3.7170013036815552
7.47709954073772,3.7013083982089765
7.39522618698747,4.012021305695333
7.041771670821934,3.783838144935551
7.3145292261676795,4.308105226213369
7.441876289740575,3.963707046033386
7.109617416473975,4.079313534263539
7.074246724740042,4.2868295628738675
7.139843199616589,4.079252025692468
6.998115814651013,4.3017618453136395
6.7812397300027865,3.8649421136876074
7.063744047389749,3.735050912943286
7.0634455199631105,3.7397481756303437
6.5098290647537365,3.4916649814022076
6.840590002228951,3.1305429110972587
6.334993139380339,3.232932413124253
6.740953071480952,2.6995312441244286
6.589446793814055,2.8158631761127295
6.775723936835945,2.464878717919371
6.727418188984416,2.2902647495961004
6.622288139950185,2.2367312904642125
6.774495443505252,1.980086025856668
6.982653576815342,1.5730155906111525
7.360829081541822,1.9222571406651388
6.9247825688534705,1.8453020786823902
7.004006731012121,1.7585002437080954
7.249785503165845,2.0850262235446
7.360237391495848,1.8580198572000806
7.120125580545408,1.8958105874016764
7.500899860563604,2.3418710873054622
7.447143977800893,1.8343379176356003
7.777639056327598,2.194717905024722
7.824009848207894,2.474087183841598
7.987400782328564,2.625896984180196
7.649373628326884,3.0515162934292723
7.82449666503219,2.995748642751584
9.35490350087816,4.5982411981500535
9.22680850394537,4.652051745493562
9.26133600288181,4.597221550599588
9.123624566120949,4.713014751077912
8.975525336401512,4.670355153665081
8.827232921136337,4.706918675119455
8.673151197865927,4.632966282337138
8.641490013012763,4.555047984889667
8.458041256289025,4.44400887941774
8.469815249120288,4.397686723772387
8.416249976822455,4.336486546476521
8.381527123825485,4.213138422131895
8.329059464363228,4.053710473551726
8.312390906238535,4.077112043086509
8.304470110258968,3.925396262993572
9.338942160937155,2.995708183258658
9.180182942650182,3.3535152944770728
9.149578677012943,3.627221358186129
8.919564950193234,3.7404295276740487
8.653285172950643,3.8199390219710283
8.422179773534602,3.6152335599101244
8.348675905063947,3.38358052201072
8.26610684884572,3.0089408610825212
8.462827219412253,2.63532299707014
8.566027552752056,2.411236295371386
8.669204098720614,2.3013160910670374
8.840081799408482,2.1353570749452278
9.032049382993062,2.3928676341117003
9.280952491618905,2.6033056962886256
9.329033706465651,2.985601306914458
